"borough","neighborhood","building_class_category","block","lot","commercial_units","total_units","gross_square_feet","year_built","sale_price","sale_date","latitude","longitude","community_board"
"2","HIGHBRIDGE/MORRIS HEIGHTS","29 COMMERCIAL GARAGES","2509","55","1","29","0","2023","0","2023-07-31T00:00:00.000","40.836139","-73.924688","204"
"2","SOUNDVIEW","29 COMMERCIAL GARAGES","3712","1","2","2","2,444","1929","5500000","2023-07-31T00:00:00.000","40.823707","-73.879133","209"
"3","CROWN HEIGHTS","37 RELIGIOUS FACILITIES","1249","137","1","1","4,200","1910","0","2023-07-31T00:00:00.000","40.672094","-73.944733","308"
"3","CROWN HEIGHTS","37 RELIGIOUS FACILITIES","1249","37","4","48","61,040","1921","0","2023-07-31T00:00:00.000","40.672033","-73.94474","308"
"3","DOWNTOWN-METROTECH","47 CONDO NON-BUSINESS STORAGE","133","1323","1","1",,,"0","2023-07-31T00:00:00.000","40.694978","-73.983271","302"
"3","CROWN HEIGHTS","14 RENTALS - 4-10 UNIT","1357","55","4","10","7,520","1910","1800000","2023-07-31T00:00:00.000","40.674027","-73.922109","308"
"3","CLINTON HILL","27 FACTORIES","1969","27","1","4","8,200","1930","0","2023-07-31T00:00:00.000","40.686475","-73.961271","302"
"3","NAVY YARD","07 RENTALS - WALKUP APARTMENTS","2032","31","1","8","5,240","1915","3850000","2023-07-31T00:00:00.000","40.697427","-73.971723","302"
"3","WILLIAMSBURG-NORTH","44 CONDO PARKING","2314","1022","1","1",,"2010","90000","2023-07-31T00:00:00.000","40.716856","-73.953173","301"
"3","WILLIAMSBURG-NORTH","43 CONDO OFFICE BUILDINGS","2336","1101","1","1",,"1920","19125000","2023-07-31T00:00:00.000","40.716301","-73.957239","301"
"3","WILLIAMSBURG-NORTH","43 CONDO OFFICE BUILDINGS","2336","1102","1","1",,"1920","19125000","2023-07-31T00:00:00.000","40.716194","-73.957354","301"
"3","WILLIAMSBURG-EAST","07 RENTALS - WALKUP APARTMENTS","2789","16","1","10","6,903","1920","4200000","2023-07-31T00:00:00.000","40.711725","-73.942939","301"
"3","WILLIAMSBURG-EAST","22 STORE BUILDINGS","3079","20","1","1","3,750","1998","0","2023-07-31T00:00:00.000","40.705779","-73.942959","301"
"3","DOWNTOWN-FULTON FERRY","44 CONDO PARKING","31","1316","1","1",,"2010","200000","2023-07-31T00:00:00.000","40.703078","-73.985794","302"
"3","WILLIAMSBURG-EAST","30 WAREHOUSES","3100","41","1","1","10,000","1989","6100000","2023-07-31T00:00:00.000","40.705216","-73.935753","301"
"3","BOROUGH PARK","27 FACTORIES","5523","37","1","1","2,000","1931","750000","2023-07-31T00:00:00.000","40.624553","-73.993029","311"
"3","BOROUGH PARK","02 TWO FAMILY DWELLINGS","5546","52","1","3","3,120","1931","0","2023-07-31T00:00:00.000","40.619566","-73.989756","311"
"3","BAY RIDGE","02 TWO FAMILY DWELLINGS","6008","48","1","3","4,176","1921","0","2023-07-31T00:00:00.000","40.62412","-74.024845","310"
"3","BENSONHURST","02 TWO FAMILY DWELLINGS","6172","10","1","3","5,490","1931","0","2023-07-31T00:00:00.000","40.616171","-73.993156","311"
"3","BENSONHURST","02 TWO FAMILY DWELLINGS","6172","9","1","3","4,000","1931","0","2023-07-31T00:00:00.000","40.616163","-73.993167","311"
"3","GRAVESEND","01 ONE FAMILY DWELLINGS","6383","44","1","2","2,000","1924","0","2023-07-31T00:00:00.000","40.600808","-73.991988","311"
"3","GRAVESEND","01 ONE FAMILY DWELLINGS","6383","45","1","2","2,000","1929","0","2023-07-31T00:00:00.000","40.600794","-73.991962","311"
"3","MIDWOOD","02 TWO FAMILY DWELLINGS","6697","5","1","3","3,300","1931","622921","2023-07-31T00:00:00.000","40.629755","-73.96393","314"
"3","OCEAN PARKWAY-SOUTH","44 CONDO PARKING","7213","1009","1","1",,"2016","690000","2023-07-31T00:00:00.000","40.588127","-73.972464","313"
"4","ST. ALBANS","02 TWO FAMILY DWELLINGS","12625","5","1","3","2,600","1925","0","2023-07-31T00:00:00.000","40.6944","-73.752376","412"
"4","FLUSHING-NORTH","44 CONDO PARKING","5375","1008","1","1",,"1987","0","2023-07-31T00:00:00.000","40.757732","-73.818088","407"
